t_s,phase,fps,cpu_process_ms,gpu_ms,draw_calls,primitives,video_mem_mb,x,y,z
0.007,1,144.00,7.332,6.400,94,139720,178.0,4.21,1.15,22.80
0.014,1,144.00,7.332,6.371,192,260814,178.0,4.22,1.15,22.80
0.021,1,144.00,7.332,6.104,192,260818,178.0,4.24,1.15,22.80
0.028,1,144.00,7.332,6.123,192,260818,178.0,4.25,1.15,22.80
0.035,1,144.00,7.332,6.114,192,260818,178.0,4.26,1.15,22.80
0.042,1,144.00,7.332,6.139,192,260818,178.0,4.27,1.15,22.80
0.049,1,144.00,7.332,6.084,192,260818,178.0,4.28,1.15,22.80
0.056,1,144.00,7.332,6.119,192,260818,178.0,4.29,1.15,22.80
0.063,1,144.00,7.332,6.103,192,260818,178.0,4.31,1.15,22.80
0.069,1,144.00,7.332,6.107,190,260650,178.0,4.32,1.15,22.80
0.076,1,144.00,7.332,6.121,190,260650,178.0,4.33,1.15,22.80
0.083,1,144.00,7.332,6.077,190,260650,178.0,4.34,1.15,22.80
0.090,1,144.00,7.332,6.109,190,260650,178.0,4.35,1.15,22.80
0.097,1,144.00,7.332,6.140,190,260650,178.0,4.37,1.15,22.80
0.104,1,144.00,7.332,6.112,190,260650,178.0,4.38,1.16,22.80
0.111,1,144.00,7.332,6.100,190,260650,178.0,4.39,1.16,22.80
0.118,1,144.00,7.332,6.106,189,260594,178.0,4.40,1.16,22.80
0.125,1,144.00,7.332,6.102,189,260594,178.0,4.41,1.16,22.80
0.132,1,144.00,7.332,6.126,189,260594,178.0,4.42,1.16,22.80
0.139,1,144.00,7.332,6.141,189,260594,178.0,4.44,1.16,22.80
0.145,1,144.00,7.332,6.145,189,260594,178.0,4.45,1.16,22.80
0.152,1,144.00,7.332,6.140,189,260594,178.0,4.46,1.16,22.80
0.159,1,144.00,7.332,6.144,189,260594,178.0,4.47,1.16,22.80
0.166,1,144.00,7.332,6.152,190,262890,178.0,4.48,1.16,22.80
0.172,1,144.00,7.332,6.096,190,262890,178.0,4.49,1.16,22.80
0.179,1,144.00,7.332,6.102,191,276330,178.0,4.50,1.16,22.80
0.186,1,144.00,7.332,6.104,192,278626,178.0,4.52,1.16,22.80
0.192,1,144.00,7.332,6.124,192,278626,178.0,4.53,1.16,22.80
0.199,1,144.00,7.332,6.120,193,293410,178.0,4.54,1.16,22.80
0.206,1,144.00,7.332,6.119,193,293410,178.0,4.55,1.16,22.80
0.212,1,144.00,7.332,6.132,193,293410,178.0,4.56,1.16,22.80
0.219,1,144.00,7.332,6.118,193,293410,178.0,4.57,1.16,22.80
0.226,1,144.00,7.332,6.134,193,293410,178.0,4.58,1.16,22.80
0.232,1,144.00,7.332,6.207,194,293802,178.0,4.59,1.16,22.80
0.239,1,144.00,7.332,6.203,195,294162,178.0,4.61,1.16,22.80
0.246,1,144.00,7.332,6.231,195,294162,178.0,4.62,1.16,22.80
0.252,1,144.00,7.332,6.228,196,296122,178.0,4.63,1.16,22.80
0.259,1,144.00,7.332,6.242,196,296122,178.0,4.64,1.16,22.80
0.266,1,144.00,7.332,6.273,196,296122,178.0,4.65,1.16,22.80
0.273,1,144.00,7.332,6.244,195,295618,178.0,4.66,1.16,22.80
0.280,1,144.00,7.332,6.255,195,295618,178.0,4.68,1.16,22.80
0.287,1,144.00,7.332,6.256,195,295618,178.0,4.69,1.16,22.80
0.293,1,144.00,7.332,6.257,196,296066,178.0,4.70,1.16,22.80
0.300,1,144.00,7.332,6.317,196,296066,178.0,4.71,1.16,22.80
0.307,1,144.00,7.332,6.305,196,296066,178.0,4.72,1.16,22.80
0.314,1,144.00,7.332,6.277,196,296066,178.0,4.73,1.16,22.80
0.321,1,144.00,7.332,6.299,194,295394,178.0,4.75,1.16,22.80
0.328,1,144.00,7.332,6.292,195,295634,178.0,4.76,1.16,22.80
0.334,1,144.00,7.332,6.289,195,295634,178.0,4.77,1.16,22.80
0.341,1,144.00,7.332,6.308,195,295634,178.0,4.78,1.16,22.80
0.348,1,144.00,7.332,6.349,195,295634,178.0,4.79,1.16,22.80
0.355,1,144.00,7.332,6.400,195,295634,178.0,4.80,1.16,22.80
0.362,1,144.00,7.332,6.427,196,296122,178.0,4.82,1.16,22.80
0.369,1,144.00,7.332,6.577,196,296122,178.0,4.83,1.16,22.80
0.376,1,144.00,7.332,6.569,196,296122,178.0,4.84,1.16,22.80
0.383,1,144.00,7.332,6.546,196,296122,178.0,4.85,1.16,22.80
0.390,1,144.00,7.332,6.554,197,296570,178.0,4.86,1.16,22.80
0.397,1,144.00,7.332,6.560,197,296570,178.0,4.87,1.16,22.80
0.404,1,144.00,7.332,6.563,197,296570,178.0,4.89,1.16,22.80
0.411,1,144.00,7.332,6.515,197,296570,178.0,4.90,1.16,22.80
0.418,1,144.00,7.332,6.551,196,296066,178.0,4.91,1.16,22.80
0.424,1,144.00,7.332,6.518,196,296066,178.0,4.92,1.16,22.80
0.431,1,144.00,7.332,6.567,197,296306,178.0,4.93,1.16,22.80
0.438,1,144.00,7.332,6.575,197,296306,178.0,4.95,1.16,22.80
0.445,1,144.00,7.332,6.548,197,296306,178.0,4.96,1.16,22.80
0.452,1,144.00,7.332,6.554,197,296306,178.0,4.97,1.16,22.80
0.459,1,144.00,7.332,6.551,197,296306,178.0,4.98,1.16,22.80
0.466,1,144.00,7.332,6.488,197,296306,178.0,4.99,1.16,22.80
0.473,1,144.00,7.332,6.457,195,295634,178.0,5.00,1.16,22.80
0.480,1,144.00,7.332,6.472,195,295634,178.0,5.02,1.16,22.80
0.487,1,144.00,7.332,6.442,195,295634,178.0,5.03,1.16,22.80
0.494,1,144.00,7.332,6.454,195,295634,178.0,5.04,1.15,22.80
0.501,1,144.00,7.332,6.475,195,295634,178.0,5.05,1.15,22.80
0.508,1,144.00,7.332,6.467,197,295754,178.0,5.06,1.15,22.80
0.515,1,144.00,7.332,6.472,197,295754,178.0,5.08,1.15,22.80
0.522,1,144.00,7.332,6.493,197,295754,178.0,5.09,1.15,22.80
0.529,1,144.00,7.332,6.486,196,295530,178.0,5.10,1.15,22.80
0.536,1,144.00,7.332,6.481,196,295530,178.0,5.11,1.15,22.80
0.543,1,144.00,7.332,6.473,196,295530,178.0,5.12,1.15,22.80
0.549,1,144.00,7.332,6.479,196,295530,178.0,5.13,1.15,22.80
0.556,1,144.00,7.332,6.474,196,295530,178.0,5.15,1.15,22.80
0.563,1,144.00,7.332,6.457,196,295530,178.0,5.16,1.15,22.80
0.570,1,144.00,7.332,6.526,196,295530,178.0,5.17,1.15,22.80
0.577,1,144.00,7.332,6.527,196,295530,178.0,5.18,1.15,22.80
0.584,1,144.00,7.332,6.528,196,295530,178.0,5.19,1.15,22.80
0.591,1,144.00,7.332,6.519,196,295530,178.0,5.20,1.15,22.80
0.598,1,144.00,7.332,6.493,196,295530,178.0,5.22,1.15,22.80
0.605,1,144.00,7.332,6.476,196,295530,178.0,5.23,1.15,22.80
0.612,1,144.00,7.332,6.483,196,295530,178.0,5.24,1.15,22.80
0.619,1,144.00,7.332,6.469,195,295474,178.0,5.25,1.15,22.80
0.626,1,144.00,7.332,6.416,195,295474,178.0,5.26,1.15,22.80
0.633,1,144.00,7.332,6.389,195,295474,178.0,5.28,1.15,22.80
0.640,1,144.00,7.332,6.376,195,295474,178.0,5.29,1.15,22.80
0.647,1,144.00,7.332,6.401,195,295474,178.0,5.30,1.15,22.80
0.654,1,144.00,7.332,6.422,195,295474,178.0,5.31,1.15,22.80
0.661,1,144.00,7.332,6.425,195,295474,178.0,5.32,1.14,22.80
0.668,1,144.00,7.332,6.447,196,295642,178.0,5.33,1.14,22.80
0.674,1,144.00,7.332,6.472,196,295642,178.0,5.35,1.14,22.80
0.681,1,144.00,7.332,6.475,196,295642,178.0,5.36,1.14,22.80
0.688,1,144.00,7.332,6.526,195,295418,178.0,5.37,1.14,22.80
0.695,1,144.00,7.332,6.512,194,295362,178.0,5.38,1.14,22.80
0.702,1,144.00,7.332,6.527,193,295306,178.0,5.39,1.14,22.80
0.709,1,144.00,7.332,6.534,193,295306,178.0,5.41,1.14,22.80
0.716,1,144.00,7.332,6.570,194,295418,178.0,5.42,1.14,22.80
0.723,1,144.00,7.332,6.497,194,295418,178.0,5.43,1.14,22.80
0.730,1,144.00,7.332,6.508,194,295418,178.0,5.44,1.14,22.80
0.737,1,144.00,7.332,6.515,194,295418,178.0,5.45,1.14,22.80
0.744,1,144.00,7.332,6.506,194,295418,178.0,5.46,1.14,22.80
0.751,1,144.00,7.332,6.524,194,295418,178.0,5.48,1.14,22.80
0.758,1,144.00,7.332,6.523,194,295418,178.0,5.49,1.14,22.80
0.765,1,144.00,7.332,6.519,194,295418,178.0,5.50,1.14,22.80
0.772,1,144.00,7.332,6.512,195,295586,178.0,5.51,1.14,22.80
0.779,1,144.00,7.332,6.507,195,295586,178.0,5.52,1.14,22.80
0.786,1,144.00,7.332,6.568,195,295586,178.0,5.54,1.14,22.80
0.793,1,144.00,7.332,6.569,195,295586,178.0,5.55,1.14,22.80
0.799,1,144.00,7.332,6.548,195,295586,178.0,5.56,1.14,22.80
0.806,1,144.00,7.332,6.580,195,295586,178.0,5.57,1.14,22.80
0.813,1,144.00,7.332,6.576,195,295586,178.0,5.58,1.14,22.80
0.820,1,144.00,7.332,6.573,195,295586,178.0,5.59,1.14,22.80
0.827,1,144.00,7.332,6.567,194,295530,178.0,5.61,1.14,22.80
0.834,1,144.00,7.332,6.595,195,295566,178.0,5.62,1.14,22.80
0.841,1,144.00,7.332,6.602,195,295566,178.0,5.63,1.14,22.80
0.848,1,144.00,7.332,6.543,195,295566,178.0,5.64,1.13,22.80
0.855,1,144.00,7.332,6.572,194,295342,178.0,5.65,1.13,22.80
0.862,1,144.00,7.332,6.563,194,295342,178.0,5.67,1.13,22.80
0.869,1,144.00,7.332,6.539,195,295538,178.0,5.68,1.13,22.80
0.876,1,144.00,7.332,6.547,195,295538,178.0,5.69,1.13,22.80
0.883,1,144.00,7.332,6.574,195,295538,178.0,5.70,1.13,22.80
0.890,1,144.00,7.332,6.555,195,295538,178.0,5.71,1.13,22.80
0.897,1,144.00,7.332,6.562,195,295538,178.0,5.72,1.13,22.80
0.904,1,144.00,7.332,6.572,195,295538,178.0,5.74,1.13,22.80
0.911,1,144.00,7.332,6.562,194,287474,178.0,5.75,1.13,22.80
0.918,1,144.00,7.332,6.559,194,287474,178.0,5.76,1.13,22.80
0.925,1,144.00,7.332,6.551,193,287026,178.0,5.77,1.13,22.80
0.932,1,144.00,7.332,6.552,193,287026,178.0,5.78,1.13,22.80
0.939,1,144.00,7.332,6.575,193,287026,178.0,5.80,1.13,22.80
0.947,1,144.00,7.332,6.577,191,278122,178.0,5.81,1.13,22.80
0.954,1,144.00,7.332,6.560,191,278122,178.0,5.82,1.13,22.80
0.961,1,144.00,7.332,6.549,191,278122,178.0,5.83,1.13,22.80
0.968,1,144.00,7.332,6.560,190,276330,178.0,5.85,1.13,22.80
0.975,1,144.00,7.332,6.562,187,274678,178.0,5.86,1.13,22.80
0.982,1,144.00,7.332,6.574,188,275214,178.0,5.87,1.13,22.80
0.989,1,144.00,7.139,6.559,188,275214,178.0,5.88,1.13,22.80
0.996,1,144.00,7.139,6.580,188,275214,178.0,5.89,1.13,22.80
1.004,1,144.00,7.139,6.559,189,275322,178.0,5.91,1.13,22.80
1.011,1,144.00,7.139,6.567,188,274986,178.0,5.92,1.13,22.80
1.018,1,144.00,7.139,6.579,188,274986,178.0,5.93,1.13,22.80
1.025,1,144.00,7.139,6.575,188,274986,178.0,5.94,1.13,22.80
1.032,1,144.00,7.139,6.588,188,274986,178.0,5.95,1.13,22.80
1.039,1,144.00,7.139,6.614,188,274986,178.0,5.97,1.13,22.80
1.046,1,144.00,7.139,6.600,188,274986,178.0,5.98,1.13,22.80
1.054,1,144.00,7.139,6.593,188,274986,178.0,5.99,1.13,22.80
1.061,1,144.00,7.139,6.590,189,275322,178.0,6.00,1.13,22.80
1.068,1,144.00,7.139,6.585,192,283274,178.0,6.01,1.13,22.79
1.075,1,144.00,7.139,6.561,192,283274,178.0,6.02,1.13,22.78
1.082,1,144.00,7.139,6.588,190,291110,178.0,6.03,1.13,22.77
1.089,1,144.00,7.139,6.640,190,291110,178.0,6.04,1.13,22.76
1.097,1,144.00,7.139,6.593,190,291110,178.0,6.05,1.13,22.75
1.104,1,144.00,7.139,6.619,190,291110,178.0,6.05,1.13,22.75
1.111,1,144.00,7.139,6.608,190,291110,178.0,6.06,1.14,22.74
1.118,1,144.00,7.139,6.595,190,291110,178.0,6.07,1.14,22.73
1.125,1,144.00,7.139,6.693,190,291110,178.0,6.08,1.14,22.72
1.132,1,144.00,7.139,6.649,190,291110,178.0,6.09,1.14,22.71
1.139,1,144.00,7.139,6.628,189,286966,178.0,6.10,1.14,22.70
1.147,1,144.00,7.139,6.648,189,286966,178.0,6.11,1.14,22.69
1.154,1,144.00,7.139,6.664,189,286966,178.0,6.11,1.14,22.69
1.161,1,144.00,7.139,6.639,189,286966,178.0,6.12,1.14,22.68
1.168,1,144.00,7.139,6.682,189,286966,178.0,6.13,1.14,22.67
1.175,1,144.00,7.139,6.683,189,286966,178.0,6.14,1.14,22.66
1.183,1,144.00,7.139,6.690,189,286966,178.0,6.15,1.14,22.65
1.190,1,144.00,7.139,6.669,189,286966,178.0,6.16,1.14,22.64
1.198,1,144.00,7.139,6.719,189,286966,178.0,6.17,1.14,22.63
1.205,1,144.00,7.139,6.719,189,286966,178.0,6.18,1.14,22.62
1.213,1,144.00,7.139,6.731,189,286966,178.0,6.18,1.14,22.62
1.220,1,144.00,7.139,6.754,187,286846,178.0,6.19,1.14,22.61
1.227,1,144.00,7.139,6.765,187,286846,178.0,6.20,1.14,22.60
1.235,1,144.00,7.139,6.778,187,286846,178.0,6.21,1.14,22.59
1.242,1,144.00,7.139,6.787,187,286846,178.0,6.22,1.14,22.58
1.250,1,144.00,7.139,6.759,187,286846,178.0,6.23,1.14,22.57
1.257,1,144.00,7.139,6.781,185,277830,178.0,6.24,1.14,22.56
1.264,1,144.00,7.139,6.759,185,277970,178.0,6.25,1.14,22.55
1.272,1,144.00,7.139,6.742,185,277970,178.0,6.26,1.14,22.54
1.279,1,144.00,7.139,6.744,185,277970,178.0,6.26,1.14,22.54
1.287,1,144.00,7.139,6.803,185,277970,178.0,6.27,1.14,22.53
1.294,1,144.00,7.139,6.807,185,277970,178.0,6.28,1.14,22.52
1.301,1,144.00,7.139,6.823,185,277970,178.0,6.29,1.14,22.51
1.309,1,144.00,7.139,6.827,185,277970,178.0,6.30,1.15,22.50
1.316,1,144.00,7.139,6.839,185,277970,178.0,6.31,1.15,22.49
1.324,1,144.00,7.139,6.823,184,273826,178.0,6.32,1.15,22.48
1.331,1,144.00,7.139,6.834,184,273826,178.0,6.33,1.15,22.47
1.338,1,144.00,7.139,6.829,184,273826,178.0,6.34,1.15,22.46
1.346,1,144.00,7.139,6.809,184,273826,178.0,6.35,1.15,22.45
1.353,1,144.00,7.139,6.837,184,273826,178.0,6.35,1.15,22.45
1.361,1,144.00,7.139,6.886,184,273826,178.0,6.36,1.15,22.44
1.368,1,144.00,7.139,7.003,183,269122,178.0,6.37,1.15,22.43
1.375,1,144.00,7.139,7.039,183,269122,178.0,6.38,1.15,22.42
1.383,1,144.00,7.139,6.994,183,269122,178.0,6.39,1.15,22.41
1.390,1,144.00,7.139,6.937,183,269122,178.0,6.40,1.15,22.40
1.398,1,144.00,7.139,6.897,183,269122,178.0,6.41,1.15,22.39
1.405,1,144.00,7.139,6.830,181,269002,178.0,6.42,1.15,22.38
1.413,1,144.00,7.139,6.812,181,269002,178.0,6.43,1.15,22.37
1.420,1,144.00,7.139,6.864,181,269002,178.0,6.43,1.15,22.37
1.427,1,144.00,7.139,6.910,181,269002,178.0,6.44,1.15,22.36
1.435,1,144.00,7.139,6.893,181,269002,178.0,6.45,1.15,22.35
1.442,1,144.00,7.139,6.835,181,269002,178.0,6.46,1.15,22.34
1.450,1,144.00,7.139,6.832,182,269182,178.0,6.47,1.15,22.33
1.457,1,144.00,7.139,6.850,182,269182,178.0,6.48,1.15,22.32
1.464,1,144.00,7.139,6.837,182,269182,178.0,6.49,1.15,22.31
1.472,1,144.00,7.139,6.835,182,269182,178.0,6.50,1.15,22.30
1.479,1,144.00,7.139,6.854,182,269182,178.0,6.51,1.15,22.29
1.487,1,144.00,7.139,6.821,181,264702,178.0,6.51,1.15,22.29
1.494,1,144.00,7.139,6.834,181,264702,178.0,6.52,1.15,22.28
1.501,1,144.00,7.139,6.837,181,264702,178.0,6.53,1.15,22.27
1.509,1,144.00,7.139,6.837,181,264702,178.0,6.54,1.15,22.26
1.516,1,144.00,7.139,6.809,181,264702,178.0,6.55,1.15,22.25
1.524,1,144.00,7.139,6.812,181,264702,178.0,6.56,1.15,22.24
1.531,1,144.00,7.139,6.859,181,264702,178.0,6.57,1.15,22.23
1.538,1,144.00,7.139,6.829,181,264702,178.0,6.58,1.15,22.22
1.546,1,144.00,7.139,6.866,181,264702,178.0,6.59,1.15,22.21
1.553,1,144.00,7.139,6.809,181,264702,178.0,6.59,1.15,22.21
1.561,1,144.00,7.139,6.802,180,259102,178.0,6.60,1.15,22.20
1.568,1,144.00,7.139,6.805,177,258874,178.0,6.62,1.15,22.20
1.575,1,144.00,7.139,6.810,177,258874,178.0,6.63,1.15,22.20
1.583,1,144.00,7.139,6.800,177,258874,178.0,6.64,1.15,22.20
1.590,1,144.00,7.139,6.795,177,258874,178.0,6.65,1.15,22.20
1.598,1,144.00,7.139,6.791,177,258874,178.0,6.67,1.15,22.20
1.605,1,144.00,7.139,6.800,177,258874,178.0,6.68,1.15,22.20
1.613,1,144.00,7.139,6.787,177,258874,178.0,6.69,1.15,22.20
1.620,1,144.00,7.139,6.792,177,258874,178.0,6.71,1.15,22.20
1.627,1,144.00,7.139,6.788,177,258874,178.0,6.72,1.15,22.20
1.635,1,144.00,7.139,6.809,177,258874,178.0,6.73,1.15,22.20
1.642,1,144.00,7.139,6.802,179,277802,178.0,6.74,1.15,22.20
1.650,1,144.00,7.139,6.789,179,277802,178.0,6.76,1.15,22.20
1.657,1,144.00,7.139,6.824,179,277802,178.0,6.77,1.15,22.20
1.664,1,144.00,7.139,6.789,179,277802,178.0,6.78,1.15,22.20
1.672,1,144.00,7.139,6.764,179,277802,178.0,6.79,1.15,22.20
1.679,1,144.00,7.139,6.797,179,277802,178.0,6.81,1.15,22.20
1.687,1,144.00,7.139,6.792,179,277802,178.0,6.82,1.15,22.20
1.694,1,144.00,7.139,6.799,180,289226,178.0,6.83,1.15,22.20
1.701,1,144.00,7.139,6.789,180,289226,178.0,6.84,1.15,22.20
1.709,1,144.00,7.139,6.843,181,300482,178.0,6.86,1.15,22.20
1.716,1,144.00,7.139,6.801,181,300482,178.0,6.87,1.15,22.20
1.724,1,144.00,7.139,6.765,181,300482,178.0,6.88,1.15,22.20
1.731,1,144.00,7.139,6.766,182,308042,178.0,6.89,1.15,22.20
1.738,1,144.00,7.139,6.851,182,308042,178.0,6.91,1.15,22.20
1.746,1,144.00,7.139,6.782,182,308042,178.0,6.92,1.15,22.20
1.753,1,144.00,7.139,6.758,183,318570,178.0,6.93,1.15,22.20
1.761,1,144.00,7.139,6.757,183,318570,178.0,6.94,1.15,22.20
1.768,1,144.00,7.139,6.840,183,318570,178.0,6.96,1.15,22.20
1.775,1,144.00,7.139,6.833,183,318570,178.0,6.97,1.15,22.20
1.783,1,144.00,7.139,6.955,183,318570,178.0,6.98,1.15,22.20
1.790,1,144.00,7.139,6.817,183,318570,178.0,6.99,1.15,22.20
1.798,1,144.00,7.139,6.722,183,318570,178.0,7.01,1.15,22.20
1.805,1,144.00,7.139,6.676,183,318570,178.0,7.02,1.15,22.20
1.813,1,144.00,7.139,6.650,182,318486,178.0,7.03,1.15,22.20
1.820,1,144.00,7.139,6.726,182,318486,178.0,7.05,1.15,22.20
1.827,1,144.00,7.139,6.828,184,319134,178.0,7.06,1.15,22.20
1.835,1,144.00,7.139,6.784,184,319134,178.0,7.07,1.14,22.20
1.842,1,144.00,7.139,6.739,184,319134,178.0,7.08,1.14,22.20
1.850,1,144.00,7.139,6.688,184,319134,178.0,7.10,1.14,22.20
1.857,1,144.00,7.139,6.711,184,319134,178.0,7.11,1.14,22.20
1.864,1,144.00,7.139,6.728,184,319134,178.0,7.12,1.14,22.20
1.872,1,144.00,7.139,6.703,184,319134,178.0,7.13,1.14,22.20
1.879,1,144.00,7.139,6.679,185,319242,178.0,7.15,1.14,22.20
1.887,1,144.00,7.139,6.659,189,319346,178.0,7.16,1.14,22.20
1.894,1,144.00,7.139,6.621,189,319346,178.0,7.17,1.14,22.20
1.901,1,144.00,7.139,6.673,189,319346,178.0,7.18,1.14,22.20
1.909,1,144.00,7.139,6.690,189,319346,178.0,7.20,1.14,22.20
1.916,1,144.00,7.139,6.642,190,319514,178.0,7.21,1.14,22.20
1.924,1,144.00,7.139,6.661,190,319514,178.0,7.22,1.14,22.20
1.931,1,144.00,7.139,6.671,190,319514,178.0,7.23,1.14,22.20
1.938,1,144.00,7.139,6.655,190,319514,178.0,7.25,1.14,22.20
1.946,1,144.00,7.139,6.661,190,319514,178.0,7.26,1.14,22.20
1.953,1,144.00,7.139,6.649,190,319514,178.0,7.27,1.14,22.20
1.961,1,144.00,7.139,6.649,190,319514,178.0,7.28,1.14,22.20
1.968,1,144.00,7.139,6.627,190,319514,178.0,7.30,1.14,22.20
1.975,1,144.00,7.139,6.631,190,319514,178.0,7.31,1.14,22.20
1.983,1,144.00,7.139,6.617,190,319514,178.0,7.32,1.14,22.20
1.990,1,144.00,7.139,6.664,190,319514,178.0,7.33,1.14,22.20
1.998,1,137.00,7.637,6.612,190,319514,178.0,7.35,1.13,22.20
2.005,1,137.00,7.637,6.635,190,319514,178.0,7.36,1.13,22.20
2.012,1,137.00,7.637,6.594,190,319514,178.0,7.37,1.13,22.20
2.020,1,137.00,7.637,6.663,190,319514,178.0,7.38,1.13,22.20
2.027,1,137.00,7.637,6.707,190,319514,178.0,7.40,1.13,22.20
2.034,1,137.00,7.637,6.603,190,319514,178.0,7.41,1.13,22.20
2.041,1,137.00,7.637,6.562,191,319850,178.0,7.42,1.13,22.20
2.048,1,137.00,7.637,6.586,191,319850,178.0,7.43,1.13,22.20
2.055,1,137.00,7.637,6.675,190,319626,178.0,7.45,1.13,22.20
2.063,1,137.00,7.637,6.677,190,319626,178.0,7.46,1.13,22.20
2.070,1,137.00,7.637,6.595,190,319626,178.0,7.47,1.13,22.20
2.077,1,137.00,7.637,6.590,190,319626,178.0,7.48,1.13,22.20
2.084,1,137.00,7.637,6.621,190,319626,178.0,7.49,1.13,22.20
2.091,1,137.00,7.637,6.660,190,319626,178.0,7.51,1.13,22.20
2.098,1,137.00,7.637,6.579,190,319626,178.0,7.52,1.13,22.20
2.105,1,137.00,7.637,6.656,190,319626,178.0,7.53,1.13,22.20
2.113,1,137.00,7.637,6.641,190,319626,178.0,7.54,1.13,22.20
2.120,1,137.00,7.637,6.544,190,319626,178.0,7.56,1.13,22.20
2.127,1,137.00,7.637,6.545,190,319626,178.0,7.57,1.13,22.20
2.134,1,137.00,7.637,6.555,190,319626,178.0,7.58,1.13,22.20
2.141,1,137.00,7.637,6.536,190,311598,178.0,7.59,1.13,22.20
2.148,1,137.00,7.637,6.539,190,311598,178.0,7.60,1.13,22.20
2.156,1,137.00,7.637,6.561,190,311598,178.0,7.62,1.13,22.20
2.163,1,137.00,7.637,6.532,190,311598,178.0,7.63,1.13,22.20
2.170,1,137.00,7.637,6.610,190,311598,178.0,7.64,1.13,22.20
2.177,1,137.00,7.637,6.623,190,311598,178.0,7.65,1.13,22.20
2.184,1,137.00,7.637,6.581,195,312262,178.0,7.66,1.13,22.20
2.191,1,137.00,7.637,6.544,196,312710,178.0,7.68,1.13,22.20
2.199,1,137.00,7.637,6.636,196,312710,178.0,7.69,1.13,22.20
2.206,1,137.00,7.637,6.546,196,312710,178.0,7.70,1.13,22.20
2.213,1,137.00,7.637,6.651,196,312710,178.0,7.71,1.13,22.20
2.220,1,137.00,7.637,6.652,196,312710,178.0,7.73,1.13,22.20
2.227,1,137.00,7.637,6.788,196,312710,178.0,7.74,1.13,22.20
2.234,1,137.00,7.637,6.657,196,312822,178.0,7.75,1.13,22.20
2.241,1,137.00,7.637,6.662,196,312822,178.0,7.76,1.13,22.20
2.249,1,137.00,7.637,6.598,196,312822,178.0,7.77,1.13,22.20
2.256,1,137.00,7.637,6.581,196,312822,178.0,7.79,1.13,22.20
2.263,1,137.00,7.637,6.544,197,313214,178.0,7.80,1.13,22.20
2.270,1,137.00,7.637,6.550,197,313214,178.0,7.81,1.13,22.20
2.277,1,137.00,7.637,6.550,197,313214,178.0,7.82,1.13,22.20
2.284,1,137.00,7.637,6.569,197,313214,178.0,7.83,1.13,22.20
2.291,1,137.00,7.637,6.604,196,305654,178.0,7.85,1.13,22.20
2.299,1,137.00,7.637,6.620,196,305654,178.0,7.86,1.13,22.20
2.306,1,137.00,7.637,6.602,196,305654,178.0,7.87,1.13,22.20
2.313,1,137.00,7.637,6.614,196,305654,178.0,7.88,1.13,22.20
2.320,1,137.00,7.637,6.619,196,305654,178.0,7.90,1.13,22.20
2.327,1,137.00,7.637,6.599,195,304310,178.0,7.91,1.13,22.20
2.334,1,137.00,7.637,6.630,196,304506,178.0,7.92,1.13,22.20
2.341,1,137.00,7.637,6.609,196,304506,178.0,7.93,1.13,22.20
2.349,1,137.00,7.637,6.599,196,304506,178.0,7.94,1.13,22.20
2.356,1,137.00,7.637,6.575,196,304506,178.0,7.96,1.13,22.20
2.363,1,137.00,7.637,6.598,195,303366,178.0,7.97,1.13,22.20
2.370,1,137.00,7.637,6.581,195,303366,178.0,7.98,1.13,22.20
2.377,1,137.00,7.637,6.593,195,303366,178.0,7.99,1.13,22.20
2.384,1,137.00,7.637,6.555,194,300342,178.0,8.00,1.13,22.20
2.391,1,137.00,7.637,6.557,195,300702,178.0,8.02,1.13,22.20
2.399,1,137.00,7.637,6.552,195,300702,178.0,8.03,1.13,22.20
2.406,1,137.00,7.637,6.546,195,300702,178.0,8.04,1.13,22.20
2.413,1,137.00,7.637,6.572,196,300882,178.0,8.05,1.13,22.20
2.420,1,137.00,7.637,6.561,195,300686,178.0,8.07,1.13,22.20
2.427,1,137.00,7.637,6.576,195,300686,178.0,8.08,1.13,22.20
2.434,1,137.00,7.637,6.509,195,300686,178.0,8.09,1.13,22.20
2.441,1,137.00,7.637,6.549,195,300686,178.0,8.10,1.13,22.20
2.449,1,137.00,7.637,6.501,195,300686,178.0,8.11,1.13,22.20
2.456,1,137.00,7.637,6.488,195,300686,178.0,8.13,1.13,22.20
2.463,1,137.00,7.637,6.519,195,300686,178.0,8.14,1.13,22.20
2.470,1,137.00,7.637,6.512,197,301470,178.0,8.15,1.13,22.20
2.477,1,137.00,7.637,6.540,197,301470,178.0,8.16,1.13,22.20
2.484,1,137.00,7.637,6.521,197,301470,178.0,8.17,1.13,22.20
2.491,1,137.00,7.637,6.509,199,301526,178.0,8.19,1.13,22.20
2.499,1,137.00,7.637,6.610,199,301582,178.0,8.20,1.13,22.20
2.506,1,137.00,7.637,6.562,199,301582,178.0,8.21,1.13,22.20
2.513,1,137.00,7.637,6.501,199,301582,178.0,8.22,1.13,22.20
2.520,1,137.00,7.637,6.550,199,301582,178.0,8.24,1.13,22.20
2.527,1,137.00,7.637,6.565,199,301582,178.0,8.25,1.14,22.20
2.534,1,137.00,7.637,6.585,198,301470,178.0,8.26,1.14,22.20
2.541,1,137.00,7.637,6.566,198,301470,178.0,8.27,1.14,22.20
2.549,1,137.00,7.637,6.545,198,301470,178.0,8.28,1.14,22.20
