t_s,phase,fps,cpu_process_ms,gpu_ms,draw_calls,primitives,video_mem_mb,x,y,z
2.556,1,137.00,7.637,6.510,198,301470,178.0,8.30,1.14,22.20
2.563,1,137.00,7.637,6.478,198,301470,178.0,8.31,1.14,22.20
2.570,1,137.00,7.637,6.399,198,301470,178.0,8.32,1.14,22.20
2.577,1,137.00,7.637,6.383,198,301470,178.0,8.33,1.14,22.20
2.584,1,137.00,7.637,6.384,198,301470,178.0,8.34,1.14,22.20
2.591,1,137.00,7.637,6.373,197,301134,178.0,8.36,1.14,22.20
2.599,1,137.00,7.637,6.372,197,301134,178.0,8.37,1.14,22.20
2.606,1,137.00,7.637,6.419,197,301134,178.0,8.38,1.14,22.20
2.613,1,137.00,7.637,6.427,197,301134,178.0,8.39,1.14,22.20
2.620,1,137.00,7.637,6.402,197,301134,178.0,8.41,1.14,22.20
2.627,1,137.00,7.637,6.418,160,231020,178.0,8.42,1.14,22.20
2.634,1,137.00,7.637,6.523,160,231020,178.0,8.43,1.14,22.20
2.641,1,137.00,7.637,6.517,161,231188,178.0,8.44,1.14,22.20
2.649,1,137.00,7.637,6.457,161,231188,178.0,8.45,1.14,22.20
2.656,1,137.00,7.637,6.477,161,231188,178.0,8.47,1.14,22.20
2.663,1,137.00,7.637,6.468,158,230948,178.0,8.48,1.14,22.20
2.670,1,137.00,7.637,6.516,158,230948,178.0,8.49,1.14,22.20
2.677,1,137.00,7.637,6.546,158,230948,178.0,8.50,1.14,22.20
2.684,1,137.00,7.637,6.567,158,230948,178.0,8.51,1.14,22.20
2.691,1,137.00,7.637,6.517,158,230948,178.0,8.53,1.14,22.20
2.699,1,137.00,7.637,6.583,158,230948,178.0,8.54,1.14,22.20
2.706,1,137.00,7.637,6.494,158,230948,178.0,8.55,1.14,22.20
2.713,1,137.00,7.637,6.521,158,230948,178.0,8.56,1.14,22.20
2.720,1,137.00,7.637,6.525,158,230948,178.0,8.58,1.14,22.20
2.727,1,137.00,7.637,6.502,158,228968,178.0,8.59,1.14,22.20
2.734,1,137.00,7.637,6.454,158,228968,178.0,8.60,1.14,22.20
2.741,1,137.00,7.637,6.424,158,228968,178.0,8.61,1.15,22.20
2.749,1,137.00,7.637,6.417,158,228968,178.0,8.62,1.15,22.20
2.756,1,137.00,7.637,6.431,157,228856,178.0,8.64,1.15,22.20
2.763,1,137.00,7.637,6.425,157,228856,178.0,8.65,1.15,22.20
2.770,1,137.00,7.637,6.538,157,228856,178.0,8.66,1.15,22.20
2.777,1,137.00,7.637,6.510,157,228856,178.0,8.67,1.15,22.20
2.784,1,137.00,7.637,6.434,157,228856,178.0,8.68,1.15,22.20
2.791,1,137.00,7.637,6.444,157,228856,178.0,8.70,1.15,22.20
2.799,1,137.00,7.637,6.469,160,229312,178.0,8.71,1.15,22.20
2.806,1,137.00,7.637,6.426,160,229312,178.0,8.72,1.15,22.20
2.813,1,137.00,7.637,6.393,159,226912,178.0,8.73,1.15,22.20
2.820,1,137.00,7.637,6.368,158,226804,178.0,8.75,1.15,22.20
2.827,1,137.00,7.637,6.380,158,226804,178.0,8.76,1.15,22.20
2.834,1,137.00,7.637,6.399,159,227476,178.0,8.77,1.15,22.20
2.841,1,137.00,7.637,6.386,158,227220,178.0,8.78,1.15,22.20
2.849,1,137.00,7.637,6.414,158,227220,178.0,8.79,1.15,22.20
2.856,1,137.00,7.637,6.371,158,227220,178.0,8.81,1.15,22.20
2.863,1,137.00,7.637,6.389,159,227280,178.0,8.82,1.15,22.20
2.870,1,137.00,7.637,6.384,159,227280,178.0,8.83,1.15,22.20
2.877,1,137.00,7.637,6.341,157,227224,178.0,8.84,1.15,22.20
2.883,1,137.00,7.637,6.346,158,227252,178.0,8.85,1.15,22.20
2.891,1,137.00,7.637,6.289,158,227252,178.0,8.87,1.15,22.20
2.897,1,137.00,7.637,6.298,159,227312,178.0,8.88,1.15,22.20
2.904,1,137.00,7.637,6.286,159,227312,178.0,8.89,1.15,22.20
2.911,1,137.00,7.637,6.288,159,227312,178.0,8.90,1.15,22.20
2.918,1,137.00,7.637,6.336,159,227312,178.0,8.91,1.15,22.20
2.925,1,137.00,7.637,6.312,159,227312,178.0,8.92,1.15,22.20
2.932,1,137.00,7.637,6.329,159,227312,178.0,8.94,1.15,22.20
2.938,1,137.00,7.637,6.322,159,227312,178.0,8.95,1.15,22.20
2.945,1,137.00,7.637,6.313,158,226172,178.0,8.96,1.15,22.20
2.952,1,137.00,7.637,6.330,158,226172,178.0,8.97,1.15,22.20
2.959,1,137.00,7.637,6.337,154,226068,178.0,8.98,1.14,22.20
2.966,1,137.00,7.637,6.339,154,226068,178.0,8.99,1.14,22.20
2.973,1,137.00,7.637,6.332,154,226068,178.0,9.01,1.14,22.20
2.980,1,137.00,7.637,6.331,170,233152,178.0,9.02,1.14,22.20
2.987,1,137.00,7.637,6.280,170,233152,178.0,9.03,1.14,22.20
2.994,1,137.00,7.637,6.239,169,233128,178.0,9.04,1.14,22.20
3.000,1,137.00,7.637,6.302,166,232888,178.0,9.05,1.14,22.20
3.007,1,142.00,7.261,6.298,166,232888,178.0,9.06,1.14,22.20
3.014,1,142.00,7.261,6.215,166,232888,178.0,9.08,1.14,22.20
3.021,1,142.00,7.261,6.285,166,232888,178.0,9.09,1.14,22.20
3.028,1,142.00,7.261,6.348,166,232888,178.0,9.10,1.14,22.20
3.035,1,142.00,7.261,6.225,166,232888,178.0,9.11,1.14,22.20
3.041,1,142.00,7.261,6.246,165,232776,178.0,9.12,1.14,22.20
3.048,1,142.00,7.261,6.211,166,232836,178.0,9.13,1.14,22.20
3.055,1,142.00,7.261,6.313,166,232836,178.0,9.14,1.14,22.20
3.061,1,142.00,7.261,6.262,166,232836,178.0,9.16,1.14,22.20
3.068,1,142.00,7.261,6.292,166,232836,178.0,9.17,1.14,22.20
3.075,1,142.00,7.261,6.268,165,230616,178.0,9.18,1.14,22.20
3.081,1,142.00,7.261,6.277,165,230616,178.0,9.19,1.14,22.20
3.088,1,142.00,7.261,6.250,165,230616,178.0,9.20,1.14,22.20
3.095,1,142.00,7.261,6.296,165,230616,178.0,9.21,1.14,22.20
3.101,1,142.00,7.261,6.335,165,230616,178.0,9.22,1.14,22.20
3.108,1,142.00,7.261,6.320,166,229144,178.0,9.24,1.14,22.20
3.115,1,142.00,7.261,6.186,166,229144,178.0,9.25,1.14,22.20
3.121,1,142.00,7.261,6.194,166,229144,178.0,9.26,1.14,22.20
3.128,1,142.00,7.261,6.176,166,229144,178.0,9.27,1.14,22.20
3.135,1,142.00,7.261,6.200,166,229144,178.0,9.28,1.14,22.20
3.141,1,142.00,7.261,6.216,166,229144,178.0,9.29,1.14,22.20
3.148,1,142.00,7.261,6.222,166,229144,178.0,9.30,1.14,22.20
3.155,1,142.00,7.261,6.207,166,229144,178.0,9.31,1.13,22.20
3.161,1,142.00,7.261,6.177,166,229144,178.0,9.33,1.13,22.20
3.168,1,142.00,7.261,6.164,165,227912,178.0,9.34,1.13,22.20
3.175,1,142.00,7.261,6.226,166,227940,178.0,9.35,1.13,22.20
3.181,1,142.00,7.261,6.207,166,227940,178.0,9.36,1.13,22.20
3.188,1,142.00,7.261,6.187,166,227940,178.0,9.37,1.13,22.20
3.195,1,142.00,7.261,6.170,165,227832,178.0,9.38,1.13,22.20
3.201,1,142.00,7.261,6.172,165,227832,178.0,9.39,1.13,22.20
3.208,1,142.00,7.261,6.184,165,227832,178.0,9.41,1.13,22.20
3.215,1,142.00,7.261,6.199,165,227832,178.0,9.42,1.13,22.20
3.221,1,142.00,7.261,6.225,163,227184,178.0,9.43,1.13,22.20
3.228,1,142.00,7.261,6.191,163,227184,178.0,9.44,1.13,22.20
3.235,1,142.00,7.261,6.182,163,227184,178.0,9.45,1.13,22.20
3.241,1,142.00,7.261,6.188,163,227184,178.0,9.46,1.13,22.20
3.248,1,142.00,7.261,6.204,163,227184,178.0,9.47,1.13,22.20
3.255,1,142.00,7.261,6.325,163,227184,178.0,9.48,1.13,22.20
3.261,1,142.00,7.261,6.292,163,227184,178.0,9.50,1.13,22.20
3.268,1,142.00,7.261,6.280,163,227184,178.0,9.51,1.13,22.20
3.275,1,142.00,7.261,6.231,163,227184,178.0,9.52,1.13,22.20
3.281,1,142.00,7.261,6.292,163,227184,178.0,9.53,1.13,22.20
3.288,1,142.00,7.261,6.257,161,227128,178.0,9.54,1.13,22.20
3.295,1,142.00,7.261,6.287,161,227128,178.0,9.55,1.13,22.20
3.301,1,142.00,7.261,6.225,161,227128,178.0,9.56,1.13,22.20
3.308,1,142.00,7.261,6.286,161,227128,178.0,9.58,1.13,22.20
3.315,1,142.00,7.261,6.280,159,227072,178.0,9.59,1.12,22.20
3.321,1,142.00,7.261,6.342,159,227072,178.0,9.60,1.12,22.20
3.328,1,142.00,7.261,6.306,159,227072,178.0,9.61,1.12,22.20
3.335,1,142.00,7.261,6.320,178,249984,178.0,9.62,1.12,22.20
3.341,1,142.00,7.261,6.263,178,249984,178.0,9.63,1.12,22.20
3.348,1,142.00,7.261,6.311,178,249984,178.0,9.64,1.12,22.20
3.355,1,142.00,7.261,6.224,178,249984,178.0,9.65,1.12,22.20
3.361,1,142.00,7.261,6.173,178,249984,178.0,9.67,1.12,22.20
3.368,1,142.00,7.261,6.253,178,249984,178.0,9.68,1.12,22.20
3.375,1,142.00,7.261,6.247,178,249984,178.0,9.69,1.12,22.20
3.381,1,142.00,7.261,6.231,178,249984,178.0,9.70,1.12,22.20
3.388,1,142.00,7.261,6.254,179,250096,178.0,9.71,1.12,22.20
3.395,1,142.00,7.261,6.252,179,250096,178.0,9.72,1.12,22.20
3.401,1,142.00,7.261,6.275,179,250096,178.0,9.73,1.12,22.20
3.408,1,142.00,7.261,6.326,179,250096,178.0,9.75,1.12,22.20
3.415,1,142.00,7.261,6.267,179,250096,178.0,9.76,1.12,22.20
3.421,1,142.00,7.261,6.251,180,250996,178.0,9.77,1.12,22.20
3.428,1,142.00,7.261,6.276,179,250972,178.0,9.78,1.12,22.20
3.435,1,142.00,7.261,6.267,175,248332,178.0,9.79,1.12,22.20
3.441,1,142.00,7.261,6.261,175,248332,178.0,9.80,1.12,22.20
3.448,1,142.00,7.261,6.340,175,248332,178.0,9.81,1.12,22.20
3.455,1,142.00,7.261,6.338,175,248332,178.0,9.82,1.12,22.20
3.461,1,142.00,7.261,6.361,174,248276,178.0,9.84,1.12,22.20
3.468,1,142.00,7.261,6.387,174,248276,178.0,9.85,1.12,22.20
3.475,1,142.00,7.261,6.344,174,248276,178.0,9.86,1.12,22.20
3.482,1,142.00,7.261,6.400,173,247156,178.0,9.87,1.12,22.20
3.489,1,142.00,7.261,6.393,173,240132,178.0,9.88,1.12,22.20
3.496,1,142.00,7.261,6.423,171,240076,178.0,9.89,1.12,22.20
3.503,1,142.00,7.261,6.431,171,240076,178.0,9.91,1.12,22.20
3.510,1,142.00,7.261,6.408,170,234084,178.0,9.92,1.12,22.20
3.517,1,142.00,7.261,6.415,170,234084,178.0,9.93,1.12,22.20
3.524,1,142.00,7.261,6.409,169,233724,178.0,9.94,1.12,22.20
3.531,1,142.00,7.261,6.447,169,233724,178.0,9.95,1.12,22.20
3.538,1,142.00,7.261,6.470,167,230328,178.0,9.97,1.12,22.20
3.545,1,142.00,7.261,6.466,167,230328,178.0,9.98,1.12,22.20
3.552,1,142.00,7.261,6.463,167,230328,178.0,9.99,1.12,22.20
3.558,1,142.00,7.261,6.468,167,230328,178.0,10.00,1.12,22.20
3.565,1,142.00,7.261,6.440,167,230328,178.0,10.01,1.12,22.20
3.572,1,142.00,7.261,6.435,167,230328,178.0,10.02,1.12,22.20
3.579,1,142.00,7.261,6.467,166,230216,178.0,10.04,1.12,22.20
3.586,1,142.00,7.261,6.499,166,230216,178.0,10.05,1.12,22.20
3.593,1,142.00,7.261,6.408,167,241640,178.0,10.06,1.12,22.20
3.600,1,142.00,7.261,6.432,167,241640,178.0,10.07,1.12,22.20
3.607,1,142.00,7.261,6.422,167,241640,178.0,10.08,1.12,22.20
3.614,1,142.00,7.261,6.418,167,241640,178.0,10.10,1.12,22.20
3.621,1,142.00,7.261,6.412,169,263536,178.0,10.11,1.12,22.20
3.628,1,142.00,7.261,6.430,171,272048,178.0,10.12,1.12,22.20
3.635,1,142.00,7.261,6.418,172,280672,178.0,10.13,1.12,22.20
3.642,1,142.00,7.261,6.445,172,280672,178.0,10.14,1.12,22.20
3.649,1,142.00,7.261,6.340,171,279440,178.0,10.15,1.12,22.20
3.656,1,142.00,7.261,6.350,172,291256,178.0,10.17,1.12,22.20
3.663,1,142.00,7.261,6.385,170,291000,178.0,10.18,1.12,22.20
3.670,1,142.00,7.261,6.437,170,291000,178.0,10.19,1.12,22.20
3.677,1,142.00,7.261,6.436,168,290780,178.0,10.20,1.12,22.20
3.683,1,142.00,7.261,6.416,190,314408,178.0,10.21,1.12,22.20
3.690,1,142.00,7.261,6.429,190,314408,178.0,10.23,1.12,22.20
3.697,1,142.00,7.261,6.436,188,313756,178.0,10.24,1.12,22.20
3.704,1,142.00,7.261,6.364,188,313756,178.0,10.25,1.12,22.20
3.711,1,142.00,7.261,6.299,188,313756,178.0,10.26,1.12,22.20
3.718,1,142.00,7.261,6.317,188,313756,178.0,10.27,1.12,22.20
3.725,1,142.00,7.261,6.347,188,313756,178.0,10.28,1.12,22.20
3.732,1,142.00,7.261,6.323,188,313756,178.0,10.30,1.12,22.20
3.739,1,142.00,7.261,6.388,188,313756,178.0,10.31,1.12,22.20
3.746,1,142.00,7.261,6.348,188,313756,178.0,10.32,1.13,22.20
3.753,1,142.00,7.261,6.360,188,313756,178.0,10.33,1.13,22.20
3.760,1,142.00,7.261,6.449,188,313756,178.0,10.34,1.13,22.20
3.767,1,142.00,7.261,6.372,188,313756,178.0,10.36,1.13,22.20
3.774,1,142.00,7.261,6.406,186,313636,178.0,10.37,1.13,22.20
3.781,1,142.00,7.261,6.345,186,313636,178.0,10.38,1.13,22.20
3.788,1,142.00,7.261,6.334,186,313636,178.0,10.39,1.13,22.20
3.795,1,142.00,7.261,6.364,186,313636,178.0,10.40,1.13,22.20
3.802,1,142.00,7.261,6.328,186,313636,178.0,10.41,1.13,22.20
3.808,1,142.00,7.261,6.396,186,313636,178.0,10.43,1.13,22.20
3.815,1,142.00,7.261,6.390,186,313636,178.0,10.44,1.13,22.20
3.822,1,142.00,7.261,6.396,186,311404,178.0,10.45,1.13,22.20
3.829,1,142.00,7.261,6.414,186,311404,178.0,10.46,1.13,22.20
3.836,1,142.00,7.261,6.431,186,311404,178.0,10.47,1.13,22.20
3.843,1,142.00,7.261,6.391,186,311404,178.0,10.48,1.13,22.20
3.850,1,142.00,7.261,6.382,186,311404,178.0,10.50,1.13,22.20
3.857,1,142.00,7.261,6.381,185,311236,178.0,10.51,1.13,22.20
3.864,1,142.00,7.261,6.403,185,311236,178.0,10.52,1.13,22.20
3.871,1,142.00,7.261,6.379,185,311236,178.0,10.53,1.13,22.20
3.878,1,142.00,7.261,6.440,185,311236,178.0,10.54,1.13,22.20
3.885,1,142.00,7.261,6.371,185,311236,178.0,10.56,1.13,22.20
3.892,1,142.00,7.261,6.349,185,311236,178.0,10.57,1.13,22.20
3.899,1,142.00,7.261,6.367,185,311236,178.0,10.58,1.13,22.20
3.906,1,142.00,7.261,6.328,186,311348,178.0,10.59,1.13,22.20
3.913,1,142.00,7.261,6.337,186,311348,178.0,10.60,1.13,22.20
3.920,1,142.00,7.261,6.359,186,311348,178.0,10.61,1.13,22.20
3.927,1,142.00,7.261,6.390,186,311348,178.0,10.63,1.13,22.20
3.933,1,142.00,7.261,6.352,187,311628,178.0,10.64,1.13,22.20
3.940,1,142.00,7.261,6.334,187,311628,178.0,10.65,1.14,22.20
3.947,1,142.00,7.261,6.410,188,311740,178.0,10.66,1.14,22.20
3.954,1,142.00,7.261,6.404,188,311740,178.0,10.67,1.14,22.20
3.961,1,142.00,7.261,6.407,188,311740,178.0,10.69,1.14,22.20
3.968,1,142.00,7.261,6.432,188,311740,178.0,10.70,1.14,22.20
3.975,1,142.00,7.261,6.425,188,311740,178.0,10.71,1.14,22.20
3.982,1,142.00,7.261,6.410,188,311740,178.0,10.72,1.14,22.20
3.989,1,144.00,7.128,6.426,191,312340,178.0,10.73,1.14,22.20
3.996,1,144.00,7.128,6.416,191,312340,178.0,10.74,1.14,22.20
4.003,1,144.00,7.128,6.375,191,312340,178.0,10.76,1.14,22.20
4.010,1,144.00,7.128,6.369,191,312340,178.0,10.77,1.14,22.20
4.017,1,144.00,7.128,6.354,191,312340,178.0,10.78,1.14,22.20
4.024,1,144.00,7.128,6.371,188,311740,178.0,10.79,1.14,22.20
4.031,1,144.00,7.128,6.343,188,311740,178.0,10.80,1.14,22.20
4.038,1,144.00,7.128,6.344,199,315656,178.0,10.81,1.14,22.19
4.045,1,144.00,7.128,6.396,199,315656,178.0,10.82,1.14,22.18
4.052,1,144.00,7.128,6.395,201,315712,178.0,10.83,1.14,22.17
4.058,1,144.00,7.128,6.339,206,315852,178.0,10.84,1.14,22.16
4.065,1,144.00,7.128,6.364,206,315852,178.0,10.84,1.14,22.16
4.072,1,144.00,7.128,6.374,207,316020,178.0,10.85,1.14,22.15
4.079,1,144.00,7.128,6.347,208,316200,178.0,10.86,1.14,22.14
4.086,1,144.00,7.128,6.328,210,318328,178.0,10.87,1.14,22.13
4.093,1,144.00,7.128,6.327,211,320820,178.0,10.88,1.14,22.12
4.100,1,144.00,7.128,6.342,212,322220,178.0,10.89,1.14,22.11
4.107,1,144.00,7.128,6.345,213,322612,178.0,10.89,1.14,22.11
4.114,1,144.00,7.128,6.337,215,322728,178.0,10.90,1.14,22.10
4.121,1,144.00,7.128,6.346,215,322672,178.0,10.91,1.14,22.09
4.128,1,144.00,7.128,6.414,216,322750,178.0,10.92,1.14,22.08
4.135,1,144.00,7.128,6.387,216,322886,178.0,10.93,1.14,22.07
4.142,1,144.00,7.128,6.397,215,322742,178.0,10.94,1.14,22.06
4.149,1,144.00,7.128,6.381,216,322798,178.0,10.94,1.14,22.06
4.156,1,144.00,7.128,6.386,216,322798,178.0,10.95,1.14,22.05
4.163,1,144.00,7.128,6.388,216,322798,178.0,10.96,1.14,22.04
4.170,1,144.00,7.128,6.377,215,321622,178.0,10.97,1.14,22.03
4.177,1,144.00,7.128,6.377,214,315630,178.0,10.98,1.14,22.02
4.183,1,144.00,7.128,6.370,215,316862,178.0,10.99,1.14,22.01
4.190,1,144.00,7.128,6.360,215,310030,178.0,10.99,1.14,22.01
4.197,1,144.00,7.128,6.452,213,309130,178.0,11.00,1.14,22.00
4.204,1,144.00,7.128,6.357,213,309130,178.0,11.01,1.14,21.99
4.211,1,144.00,7.128,6.372,213,309130,178.0,11.02,1.14,21.98
4.218,1,144.00,7.128,6.350,212,308010,178.0,11.03,1.14,21.97
4.225,1,144.00,7.128,6.352,212,308010,178.0,11.04,1.14,21.96
4.232,1,144.00,7.128,6.405,214,309690,178.0,11.04,1.14,21.96
4.239,1,144.00,7.128,6.358,214,309690,178.0,11.05,1.14,21.95
4.246,1,144.00,7.128,6.388,215,311190,178.0,11.06,1.14,21.94
4.253,1,144.00,7.128,6.354,215,310658,178.0,11.07,1.14,21.93
4.260,1,144.00,7.128,6.387,216,310662,178.0,11.08,1.14,21.92
4.267,1,144.00,7.128,6.361,216,309094,178.0,11.09,1.14,21.91
4.274,1,144.00,7.128,6.342,216,309094,178.0,11.09,1.14,21.91
4.281,1,144.00,7.128,6.352,215,308590,178.0,11.10,1.14,21.90
4.288,1,144.00,7.128,6.358,215,308590,178.0,11.11,1.14,21.89
4.295,1,144.00,7.128,6.367,214,306294,178.0,11.12,1.14,21.88
4.302,1,144.00,7.128,6.327,214,306294,178.0,11.13,1.14,21.87
4.308,1,144.00,7.128,6.324,213,306238,178.0,11.14,1.14,21.86
4.315,1,144.00,7.128,6.321,212,306058,178.0,11.14,1.13,21.86
4.322,1,144.00,7.128,6.311,211,305666,178.0,11.15,1.13,21.85
4.329,1,144.00,7.128,6.315,211,305666,178.0,11.16,1.13,21.84
4.336,1,144.00,7.128,6.322,210,305306,178.0,11.17,1.13,21.83
4.343,1,144.00,7.128,6.320,209,304074,178.0,11.18,1.13,21.82
4.350,1,144.00,7.128,6.284,208,302674,178.0,11.19,1.13,21.81
4.357,1,144.00,7.128,6.293,208,302674,178.0,11.19,1.13,21.81
4.364,1,144.00,7.128,6.304,208,302674,178.0,11.20,1.13,21.80
4.371,1,144.00,7.128,6.297,208,302674,178.0,11.21,1.13,21.79
4.378,1,144.00,7.128,6.279,209,303794,178.0,11.22,1.13,21.78
4.385,1,144.00,7.128,6.280,209,303794,178.0,11.23,1.13,21.77
4.392,1,144.00,7.128,6.272,208,303738,178.0,11.24,1.13,21.76
4.399,1,144.00,7.128,6.276,208,303738,178.0,11.24,1.13,21.76
4.406,1,144.00,7.128,6.276,209,303906,178.0,11.25,1.13,21.75
4.413,1,144.00,7.128,6.277,209,303906,178.0,11.26,1.13,21.74
4.420,1,144.00,7.128,6.278,209,303906,178.0,11.27,1.13,21.73
4.427,1,144.00,7.128,6.177,208,303738,178.0,11.28,1.13,21.72
4.433,1,144.00,7.128,6.162,209,304130,178.0,11.29,1.13,21.71
4.440,1,144.00,7.128,6.190,209,304130,178.0,11.30,1.13,21.70
4.447,1,144.00,7.128,6.169,210,304690,178.0,11.30,1.13,21.70
4.454,1,144.00,7.128,6.136,211,316114,178.0,11.31,1.13,21.69
4.461,1,144.00,7.128,6.165,211,316114,178.0,11.32,1.13,21.68
4.468,1,144.00,7.128,6.143,211,316114,178.0,11.33,1.13,21.67
4.475,1,144.00,7.128,6.139,211,316114,178.0,11.34,1.13,21.66
4.482,1,144.00,7.128,6.149,211,316114,178.0,11.35,1.12,21.65
4.489,1,144.00,7.128,6.140,212,316226,178.0,11.35,1.12,21.65
4.496,1,144.00,7.128,6.159,212,316226,178.0,11.36,1.12,21.64
4.502,1,144.00,7.128,6.118,212,316226,178.0,11.37,1.12,21.63
4.509,1,144.00,7.128,6.108,213,316562,178.0,11.38,1.12,21.62
4.516,1,144.00,7.128,6.116,213,317010,178.0,11.39,1.12,21.61
4.522,1,144.00,7.128,6.098,213,317010,178.0,11.39,1.12,21.61
4.529,1,144.00,7.128,6.084,212,316954,178.0,11.40,1.12,21.60
4.536,1,144.00,7.128,6.088,212,316954,178.0,11.41,1.12,21.60
4.542,1,144.00,7.128,6.085,212,316954,178.0,11.43,1.12,21.60
4.549,1,144.00,7.128,6.093,212,316954,178.0,11.44,1.12,21.60
4.556,1,144.00,7.128,6.077,212,316954,178.0,11.45,1.12,21.60
4.563,1,144.00,7.128,6.064,212,316954,178.0,11.46,1.12,21.60
4.569,1,144.00,7.128,6.072,213,317010,178.0,11.47,1.12,21.60
4.576,1,144.00,7.128,6.058,213,317010,178.0,11.48,1.12,21.60
4.583,1,144.00,7.128,6.062,213,317010,178.0,11.49,1.12,21.60
4.589,1,144.00,7.128,6.057,213,317010,178.0,11.50,1.12,21.60
4.596,1,144.00,7.128,6.084,213,317010,178.0,11.52,1.12,21.60
4.603,1,144.00,7.128,6.086,213,317010,178.0,11.53,1.12,21.60
4.609,1,144.00,7.128,6.090,213,317010,178.0,11.54,1.12,21.60
4.616,1,144.00,7.128,6.100,213,317010,178.0,11.55,1.12,21.60
4.623,1,144.00,7.128,6.117,214,317122,178.0,11.56,1.12,21.60
4.629,1,144.00,7.128,6.159,214,317122,178.0,11.57,1.12,21.60
4.636,1,144.00,7.128,6.155,214,317122,178.0,11.58,1.12,21.60
4.643,1,144.00,7.128,6.179,214,317122,178.0,11.60,1.12,21.60
4.649,1,144.00,7.128,6.193,214,317122,178.0,11.61,1.12,21.60
4.656,1,144.00,7.128,6.217,214,317122,178.0,11.62,1.12,21.60
4.663,1,144.00,7.128,6.238,214,317122,178.0,11.63,1.12,21.60
4.670,1,144.00,7.128,6.226,214,317122,178.0,11.64,1.11,21.60
4.677,1,144.00,7.128,6.251,214,317122,178.0,11.65,1.11,21.60
4.684,1,144.00,7.128,6.204,214,317122,178.0,11.67,1.11,21.60
4.690,1,144.00,7.128,6.287,214,317122,178.0,11.68,1.11,21.60
4.697,1,144.00,7.128,6.308,214,317122,178.0,11.69,1.11,21.60
4.704,1,144.00,7.128,6.279,214,317122,178.0,11.70,1.11,21.60
4.711,1,144.00,7.128,6.313,214,317122,178.0,11.71,1.11,21.60
4.718,1,144.00,7.128,6.312,214,317122,178.0,11.72,1.11,21.60
4.725,1,144.00,7.128,6.294,214,317122,178.0,11.74,1.11,21.60
4.732,1,144.00,7.128,6.287,214,317122,178.0,11.75,1.11,21.60
4.739,1,144.00,7.128,6.304,214,317122,178.0,11.76,1.11,21.60
4.746,1,144.00,7.128,6.289,213,316786,178.0,11.77,1.11,21.60
4.752,1,144.00,7.128,6.293,213,316786,178.0,11.78,1.11,21.60
4.759,1,144.00,7.128,6.261,213,316786,178.0,11.79,1.11,21.60
4.766,1,144.00,7.128,6.263,212,316226,178.0,11.81,1.11,21.60
4.773,1,144.00,7.128,6.365,212,316226,178.0,11.82,1.11,21.60
4.780,1,144.00,7.128,6.441,212,316226,178.0,11.83,1.11,21.60
4.787,1,144.00,7.128,6.413,212,316226,178.0,11.84,1.11,21.60
4.794,1,144.00,7.128,6.271,212,316226,178.0,11.85,1.11,21.60
4.801,1,144.00,7.128,6.199,212,316226,178.0,11.86,1.11,21.60
4.808,1,144.00,7.128,6.331,212,316226,178.0,11.88,1.11,21.60
4.815,1,144.00,7.128,6.313,212,316226,178.0,11.89,1.11,21.60
4.821,1,144.00,7.128,6.330,212,316226,178.0,11.90,1.11,21.60
4.828,1,144.00,7.128,6.338,212,316226,178.0,11.91,1.11,21.60
4.835,1,144.00,7.128,6.323,212,316226,178.0,11.92,1.11,21.60
4.842,1,144.00,7.128,6.314,212,316226,178.0,11.93,1.11,21.60
4.849,1,144.00,7.128,6.310,212,316226,178.0,11.95,1.11,21.60
4.856,1,144.00,7.128,6.175,212,316226,178.0,11.96,1.11,21.60
4.862,1,144.00,7.128,6.159,212,316226,178.0,11.97,1.11,21.60
4.869,1,144.00,7.128,6.235,212,316226,178.0,11.98,1.11,21.60
4.876,1,144.00,7.128,6.173,212,316226,178.0,11.99,1.11,21.60
4.883,1,144.00,7.128,6.171,212,316226,178.0,12.00,1.11,21.60
4.889,1,144.00,7.128,6.279,212,316226,178.0,12.01,1.11,21.60
4.896,1,144.00,7.128,6.278,212,316226,178.0,12.03,1.11,21.60
4.903,1,144.00,7.128,6.293,212,316226,178.0,12.04,1.11,21.60
4.910,1,144.00,7.128,6.303,212,316226,178.0,12.05,1.11,21.60
4.917,1,144.00,7.128,6.339,212,316226,178.0,12.06,1.11,21.60
4.924,1,144.00,7.128,6.284,212,316226,178.0,12.07,1.11,21.60
4.930,1,144.00,7.128,6.279,212,316226,178.0,12.08,1.11,21.60
4.937,1,144.00,7.128,6.222,211,316114,178.0,12.10,1.12,21.60
4.944,1,144.00,7.128,6.296,211,316114,178.0,12.11,1.12,21.60
4.951,1,144.00,7.128,6.156,211,316114,178.0,12.12,1.12,21.60
4.958,1,144.00,7.128,6.310,211,316114,178.0,12.13,1.12,21.60
4.964,1,144.00,7.128,6.248,211,316114,178.0,12.14,1.12,21.60
4.971,1,144.00,7.128,6.166,211,316114,178.0,12.15,1.12,21.60
4.978,1,144.00,7.128,6.250,211,316114,178.0,12.17,1.12,21.60
4.985,1,144.00,7.128,6.207,212,316170,178.0,12.18,1.12,21.60
4.992,1,144.00,7.128,6.243,212,316170,178.0,12.19,1.12,21.60
4.999,1,147.00,7.205,6.225,212,316170,178.0,12.20,1.12,21.60
5.005,1,147.00,7.205,6.148,212,316170,178.0,12.21,1.12,21.60
